gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1292009923	StillImage	image/jpeg	https://beaty.b-cdn.net/M014717.jpg											
1292009921	StillImage	image/jpeg	https://beaty.b-cdn.net/M014714b.jpg											
1292009921	StillImage	image/jpeg	https://beaty.b-cdn.net/M014714a.jpg											
1292009921	StillImage	image/jpeg	https://beaty.b-cdn.net/M014714.jpg											
1292009918	StillImage	image/jpeg	https://beaty.b-cdn.net/M014726.jpg											
1292009918	StillImage	image/jpeg	https://beaty.b-cdn.net/M014726a.jpg											
1292009918	StillImage	image/jpeg	https://beaty.b-cdn.net/M014726b.jpg											
1292009915	StillImage	image/jpeg	https://beaty.b-cdn.net/M014711.jpg											
1292009915	StillImage	image/jpeg	https://beaty.b-cdn.net/M014711a.jpg											
1292009914	StillImage	image/jpeg	https://beaty.b-cdn.net/M014727.jpg											
1292009914	StillImage	image/jpeg	https://beaty.b-cdn.net/M014727a.jpg											
1292009914	StillImage	image/jpeg	https://beaty.b-cdn.net/M014727b.jpg											
1292009913	StillImage	image/jpeg	https://beaty.b-cdn.net/M014654a.jpg											
1292009913	StillImage	image/jpeg	https://beaty.b-cdn.net/M014654.jpg											
1292009913	StillImage	image/jpeg	https://beaty.b-cdn.net/M014654b.jpg											
1292009912	StillImage	image/jpeg	https://beaty.b-cdn.net/M014659b.jpg											
1292009912	StillImage	image/jpeg	https://beaty.b-cdn.net/M014659.jpg											
1292009912	StillImage	image/jpeg	https://beaty.b-cdn.net/M014659a.jpg											
1292009911	StillImage	image/jpeg	https://beaty.b-cdn.net/M014719a.jpg											
1292009911	StillImage	image/jpeg	https://beaty.b-cdn.net/M014719.jpg											
1292009911	StillImage	image/jpeg	https://beaty.b-cdn.net/M014719b.jpg											
1292009908	StillImage	image/jpeg	https://beaty.b-cdn.net/M014709.jpg											
1292009908	StillImage	image/jpeg	https://beaty.b-cdn.net/M014709a.jpg											
1292009908	StillImage	image/jpeg	https://beaty.b-cdn.net/M014709b.jpg											
1292009907	StillImage	image/jpeg	https://beaty.b-cdn.net/M014724.jpg											
1292009907	StillImage	image/jpeg	https://beaty.b-cdn.net/M014724a.jpg											
1292009906	StillImage	image/jpeg	https://beaty.b-cdn.net/M014705a.jpg											
1292009906	StillImage	image/jpeg	https://beaty.b-cdn.net/M014705b.jpg											
1292009906	StillImage	image/jpeg	https://beaty.b-cdn.net/M014705.jpg											
1292009904	StillImage	image/jpeg	https://beaty.b-cdn.net/M014650.jpg											
1292009904	StillImage	image/jpeg	https://beaty.b-cdn.net/M014650a.jpg											
1292009903	StillImage	image/jpeg	https://beaty.b-cdn.net/M014707.jpg											
1292009903	StillImage	image/jpeg	https://beaty.b-cdn.net/M014707a.jpg											
1292009901	StillImage	image/jpeg	https://beaty.b-cdn.net/M014718a.jpg											
1292009901	StillImage	image/jpeg	https://beaty.b-cdn.net/M014718.jpg											
1292009899	StillImage	image/jpeg	https://beaty.b-cdn.net/M014715.jpg											
1292009899	StillImage	image/jpeg	https://beaty.b-cdn.net/M014715a.jpg											
1292009899	StillImage	image/jpeg	https://beaty.b-cdn.net/M014715b.jpg											
1292009898	StillImage	image/jpeg	https://beaty.b-cdn.net/M014651.jpg											
1292009898	StillImage	image/jpeg	https://beaty.b-cdn.net/M014651a.jpg											
1292009896	StillImage	image/jpeg	https://beaty.b-cdn.net/M014713b.jpg											
1292009896	StillImage	image/jpeg	https://beaty.b-cdn.net/M014713a.jpg											
1292009896	StillImage	image/jpeg	https://beaty.b-cdn.net/M014713.jpg											
1292009894	StillImage	image/jpeg	https://beaty.b-cdn.net/M014725b.jpg											
1292009894	StillImage	image/jpeg	https://beaty.b-cdn.net/M014725a.jpg											
1292009894	StillImage	image/jpeg	https://beaty.b-cdn.net/M014725.jpg											
